unit_114_descr,"The Federation Marine Corps is an elite infantry force under the command of the Fleet. Marines are equipped with Morita carbines which have a shorter range than the standard MI rifles, but this deficiency is easily made up by their rigorous training and combat experience."
,
unit_50_descr,"The Chariot Bug is a low-ranking species functioning as scouts and load bearers in Arachnid colonies. They don't form much of a threat when forced into combat roles because of their light armor, slow speed and weak bite."
,
unit_77_descr,"Drone Bugs are an Arachnid caste that look like juvenile versions of the Warrior type. Their exoskeletons are less hardened, making them more vulnerable but also lighter and faster."
wiki_pupae_bugs_traits,"• Can climb outpost walls"
,
unit_1_descr,"The Warrior Bug is a basic but effective melee fighter, available in virtually limitless numbers to the Arachnids. They lead the charge to overwhelm and overrun the enemy."
wiki_warrior_bugs_traits,• Can climb outpost walls
,
unit_11_descr,"The Tiger Bug is a stronger sub-species of the Warrior type. Their tough exoskeletons are more resistant to light weapons and require armor-piercing capabilities to counter effectively."
wiki_tiger_bugs_traits,• Can climb outpost walls
,
unit_19_descr,"A heavily evolved variant of the Warrior bug, the Royal Guard obtained its name from being frequently encountered while protecting colonies that included a Brain or Queen bug.

These Arachnids are exceptionally tough and are known to become even more ferocious once they have received critical injuries."
wiki_royal_guard_bug_traits,"• Will ""enrage"" when its hit points are fully depleted
• When enraged, its hit points are reset once while movement speed is permanently reduced
• Dies when the rage timer expires or if its replenished hit points are depleted",
,
unit_28_descr,"The Spitter Bug is a fragile species that can project acid from a thoracic gland. This substance causes serious corrosion and can even be lethal when exposed to substantial doses.

They are known to operate effectively in concert with Warrior bugs: One providing suppressive fire, while the other forms a meat-shield and closes in for the kill."
wiki_spitter_bugs_traits,• Can climb outpost walls
,
unit_12_descr,"With each Arachnid having evolved to serve a well-defined role, the Tanker Bug functions as a form of assault tank. It has thick armor and the ability to spray a stream of flammable, corrosive liquid."
wiki_tanker_bug_traits,"• Can only be suppressed or stunned by certain special weapon and abilities
• Pools of discharged corrosive liquid remain lethal for a short duration"
,
unit_6_descr,"Hoppers are flying Arachnids that serve as air support and excel at suppressing enemies with constant harassment. These creatures are swift and agile, but their lightly armored bodies make them vulnerable to concentrated fire."
wiki_hopper_bugs_traits,• Cannot be stunned
,
unit_13_descr,"The Scorpion Bug is a deadly ranged assault bug capable of ejecting a powerful beam of plasma from its curved tail that can effectively pierce most targets. With a streamlined shape and reasonably thick armor, this species is highly resistant to light weapon damage."
wiki_scorpion_bug_traits,• Can fire over other units
,
unit_15_descr,"Essentially acting as medium-range artillery in the Arachnid forces, Grenadiers are capable of firing deadly, albeit inaccurate, globs of plasma at ground targets. While they are reasonably well armored, they have little means of defense in close-range combat."
wiki_grenadier_bug_traits,• Can fire over units and elevations
,
unit_16_descr,"This small bug can roll into a ball shape to move around quickly. In order to defeat its enemies, the creature will then unfurl and initiate a biochemical reaction to self-destruct through a violent explosion."
wiki_bombardier_bugs_traits,"• Self-destructs when attacking
• Cannot be stunned",
,
unit_14_descr,"The Plasma Bug serves both as long-range artillery and anti-air defense. It has the ability to fire huge, volatile globs of plasma from its abdomen at distant ground targets or orbiting spaceships."
wiki_plasma_bug_traits,• Can fire over units and elevations
,
trigger_condition_25,Unit Combat Stance
