// === Summary === (Jungle),
// territory_vo_18_  - 5 entries  63 words  8 lines,
// other  - 119 entries  751 words  133 lines,
// TOTAL  - 124 entries  814 words,
,
,
,
// #### JungleDLCLines ####,
,
// other  - 114 entries  733 words  128 lines,
dlc_name_jungle,"***JUNGLE DLC***"
battlegroup_cobracompany,"The Cobra Company"
planet_vegafive,"Vegafive"
jungle_campaign_name,"Vega-V"
jungle_campaign_description,"Rumble in the Jungle."
unit_4012,"Grenade Troopers"
unit_4012_descr,"Expert grenade throwers that carry a range of different grenade types. Most effective against slow moving or suppressed targets, up to medium armor."
unit_4013,"Infiltrator"
unit_4011,"Rangers"
unit_4011_descr,"Versatile infantry squad that can deploy various support weapons to augment its firepower and adopt to various battlefield conditions."
unit_4024,"Foxhole"
unit_4022,"Field Radio"
unit_4022_descr,"Constructable field radio that allows you to request new units and reinforcements"
unit_4021,"Air Support Operator"
unit_4021_descr,"Support unit that can construct field radio stations and has various fire support abilities."
unit_4025,"Field Radio"
unit_4035,"M11 Marauder (Grenade Launchers)"
unit_4016,"25t SawMaster"
unit_4016_descr,"This deforestation machine can serve as a sturdy front-line defense. It excells against unarmored enemies and has the ability to suppress larger numbers."
unit_4040,"25t SawMaster (Damaged)"
unit_4041,"25t SawMaster"
unit_4042,"25t SawMaster (Damaged)"
unit_4043,"Thermite Drone"
unit_4067,"M4T Thumper"
unit_4067_descr,"This light weapon platform mounts a medium mortar to provide indirect fire support against lightly armored ground targets. It can also fire special air-burst rounds against airborne targets."
unit_4047,"M6T Ribault"
unit_4047_descr,"Custom built biped with 4 recoilless rifles mounted on its turret. This gives the biped excellent performance against heavily armored targets, but with a low rate of fire and vulnerability to taking hits."
unit_4049,"Light Machine Gun"
unit_4050,"Light Mortar"
unit_4057_descr,"Highly mobile weapon system that excells at destroying heavily armored targets from a safe distance, but with a low rate of fire and vulnerability to taking hits."
unit_4066,"M9T Minotaur"
unit_4066_descr,"This biped mounts a dual howitzers to provide powerful indirect fire support. It excels at destroying enemies from long range."
unit_4018,"Marauder Mk-II (Grenade)"
unit_4058,"Marauder Mk-II"
unit_4058_descr,"The most advanced biped in the M.I's arsenal. It relies mostly on its speed and firepower to defeat its enemies, but also has a decent level of armor protection."
unit_4061,"M6-T Ribault (Deployed)"
unit_4062,"Recoilless Rifle"
unit_4063,"M6-T Ribault (Disarmed)"
unit_2106,"Marauder Mk-II (Full)"
unit_167,"Gate (Closed)"
unit_168,"Gate (Open)"
unit_169,"Gate (Destroyed)"
unit_4020,"Powered Suit Sniper"
unit_4071,"Powered Suit Sniper"
unit_4072,"Powered Suit Sniper"
unit_4020_descr,"This elite trooper wears an advanced powered armor suit that offers excellent protection and mobility. The weapon has a very long range with good armor piercing capabilities but a slow rate of fire."
unit_4073,"Mobile Jungle Turret"
unit_4074,"Deployed Jungle Turret"
unit_4075,"Armed Jungle Skyhook"
unit_4048,"Improvised Gun Pit"
unit_4048_descr,"Cheap defensive structure holding a heavy machine gun and a few troopers equipped with assault rifles and grenades."
unit_4048_wiki,"Due to the blast radius these grenades cannot be used in point blank range. Ideally construct these structures so they can provide mutual fire support."
unit_4090,"Napalm Dispenser"
unit_4092,"Flare Bomb"
