// === Summary === (Base),
// other  - 7 entries  97 words  11 lines,
// TOTAL  - 7 entries  97 words,
,
,
,
// #### AbilityLines ####,
,
// other  - 1 entries  32 words  2 lines,
ability_ripper_barrage_descr,"Fire a volley of cluster shots to sweep everything in an area clean! Very effective at close range against lightly armored targets but exercise caution, as friendly fire is a constant threat."
,
,
// #### AchievementsLines ####,
,
// other  - 3 entries  16 words  3 lines,
achievement_lead_by_sample_kills_biped_turret_kills_title,"Engineered elimination"
achievement_lead_by_sample_kills_biped_turret_kills_descr,"Kill 25 Bugs with HMG Turrets."
achievement_flash_point_elite_flame_marauder_descr,"Kill 50 enemies with the M11 Marauder (Flamethrower)."
,
,
// #### GeneralUILines ####,
,
// other  - 3 entries  49 words  6 lines,
warning_storage_inaccessible_title,"User storage inaccessible"
warning_storage_inaccessible_descr,"The game has detected issues while trying to access your local settings and save games on disk.
The game will most likely have issues creating save games and storing settings.
If you are using OneDrive, make sure the files are locally available.

Your save game path:"
tooltip_move_outside_playable_area,"Outside playable area"

// === Summary === (TerritoryOther),
// other  - 382 entries  2894 words  463 lines,
// TOTAL  - 382 entries  2894 words,
,
,
,
// #### LoadingTipLines ####,
,
// other  - 37 entries  844 words  61 lines,
tip_0,"Use the 'Set Target Priority' setting to have your units automatically target a specific type of enemies."
tip_1,"Set your Snipers' 'Target Priority' to Spitters to make them automatically focus their fire on this type of enemy."
tip_2,"Set your M6A Jaegers' 'Target Priority' to Scorpions to make them automatically focus their fire on this type of enemy."
tip_3,"The M9A Sledgehammer has the range and armor to deal with Plasma Grenadiers. Use the 'Target Priority' to make these bipeds automatically focus their fire on this type of enemy."
tip_4,"The M6A Jaeger has the range and fire power to deal with Scorpions. Use the 'Target Priority' to make these bipeds automatically focus their fire on this type of enemy."
tip_5,"Use the 'Stop' button to cancel the current order of your selected unit(s) and have them immediately engage any enemy in firing range."
tip_6,"Issue an 'Attack Move' order when moving your units into enemy territory by holding the Ctrl button and clicking the Right Mouse Button."
tip_7,"Use the Dropship Transport ability to quickly move units over large distances between radio stations and other types of drop zones."
tip_8,"Turrets are a very effective way to defend your territory against attacks. But try limiting their placement on choke points for maximum cost-effectiveness."
tip_9,"Capturing territory points and clearing Bug Hives will enrage the Arachnids, causing them to launch counter attacks or deploy new types of threats."
tip_10,"You can access the Wiki through the button to the left of the Minimap."
tip_11,"Upgrade your Autocannon Turrets to make them more resistant against attacks from Tankers, Scorpions and other powerful Arachnid behemoths."
tip_12,"Deploy and upgrade Cannon Turrets to defend your territory against heavily armored Arachnid behemoths such as Tankers and Scorpions."
tip_13,"Deploy and upgrade Missile Launcher Turrets to defend your territory against Plasma Grenadiers and other long range enemies."
tip_14,"You can swap units to a different type. This will preserve 70% of its experience and is useful when you don't have the supplies or resources available to deploy an additional unit."
tip_15,"Units have an upkeep cost in Territory Mode. This means that deploying more units will reduce your resource income. Make sure you capture and hold enough Territory Points to compensate for the upkeep cost of your army."
tip_16,"Reinforcing a unit that sustained casualties costs 50% less resources per soldier. This makes reinforcements much more cost-effective than purchasing a completely new unit."
