// Lava DLC - VIDEO SUBTITLES,
,
sub_warm_welcome_0,"Vilon Station, a major commercial hub operated by HephaeStar Corporation, orbits the planet of Gehenna."
sub_warm_welcome_1,"While rich in the elements that fuel galactic trade and transportation, this hellworld is an extremely hostile environment."
sub_warm_welcome_2,"Among streams of molten lava and volcanic ash storms, human civilization faces an even greater threat: Arachnids."
sub_warm_welcome_3,"Vilon Station director Riya Patel, has appealed to the Sky Marshal for help. And her call has been answered!"
sub_warm_welcome_4,"A detachment of Mobile Infantry has arrived to help our valued corporate ally with their Bug problem."
sub_warm_welcome_5,"Give ’em hell, troopers!"
,
sub_lead_sample_0,"Industrial expansion on planet Gehenna is guided by scientific expeditions into the hellish landscape."
sub_lead_sample_1,"These undertakings to collect samples from the volcanic soil are under constant Arachnid threat."
sub_lead_sample_2,"But now the Mobile Infantry has commenced operations on the planet, and will safeguard its people!"
,
sub_trophy_hunt_0,"Planet Gehenna, where the cowardly Bugs hide beneath the surface, building hives to block vital mining activity."
sub_trophy_hunt_1,"Extensive networks of Bug tunnels stretch out deeply below the volcanic mountains."
sub_trophy_hunt_2,"To wipe them out for good, every Bug hole needs to be swept clean with lead and determination."
,
sub_dragon_island_0,"Dragon Island, scenically located in a lake of lava, was recently overrun by Arachnids."
sub_dragon_island_1,"Valuable industrial facilities were lost, and hellish monstrosities have since nested in their ruins."
sub_dragon_island_2,"The place has become a launch point for Bug attacks on surrounding facilities."
sub_dragon_island_3,"But now, with the arrival of the Mobile Infantry, it is time to take back Dragon Island!"
,
sub_blazing_trail_0,"Hellworld Gehenna! Under cover of an ash storm, the infernal Bugs have launched a major assault down from the volcanic mountains!"
sub_blazing_trail_1,"To hold the line, the Sky Marshal has personally ordered more Mobile Infantry be sent to this vital planet."
sub_blazing_trail_2,"Hang on, Gehenna! The good guys are coming!"
,
sub_central_access_0,"We’re driving back the Bugs on Gehenna. The Mobile Infantry has put a halt to the Arachnid offensive and are taking back what is ours."
sub_central_access_1,"A key refinery remains Bug-infested, but not for long. With newly-arrived reinforcements, we've finally got the strength to wipe them out."
sub_central_access_2,"Time to smash the Bugs and turn the fuel tap back on!"
,
sub_flash_point_0,"Victory on Gehenna! Bug resistance there has been smashed, thanks to the efforts of our brave troopers!"
sub_flash_point_1,"Now the Mobile Infantry will establish a permanent garrison on the planet, to ensure our fuel supplies remain secure!"
,
sub_lava_outro_0,"Bugs! Vicious... Feral... Beasts..."
sub_lava_outro_1,"But, like any other beast, they can be captured and studied."
sub_lava_outro_2,"A promising research program under Colonel Carl Jenkins is probing new ways to understand Bug behavior..."
sub_lava_outro_3,"...so that one day they can be subdued...perhaps even controlled..."
sub_lava_outro_4,"Are you looking to invest in a better tomorrow?"
sub_lava_outro_5,"Consider HephaeStar Corporation, the industrial giant that keeps the galactic economy flourishing."
sub_lava_outro_6,"Our fleet of star transporters and refueling hubs form an essential backbone of commercial space travel and transportation."
sub_lava_outro_7,"HephaeStar, forging forward… throughout the galaxy."
sub_lava_outro_8,"HephaeStar Corporation shares are officially warranted by the United Citizen Federation government."
,
unit_2000,Patrol Buggy
unit_2001,Rippler Bugs
unit_2002,Rhino Bug
unit_2003,Robotics Operator
unit_2003_descr,"Electronics and robotics specialist capable of operating various automated weapons, calling in reinforcements and constructing HMG Turrets."
unit_2004,Auto Turret
unit_2005,Spider Mine
unit_2006,Recon Drone
unit_2010,Electro-Mortar
unit_2010_descr,"Short range but effective against concentrated masses of enemies. Indirect fire.
Requires electricity"
unit_2011,Electro-Cannon
unit_2011_descr,"Long range anti-armor cannon. Low rate of fire makes it ineffetive against large numbers of enemies.
Requires electricity"
unit_2012,Electro-Turret (AA)
unit_2012_descr,"Strong against lightly armored enemies. Overheats after endured firing. Can fire at aerial targets.
Requires electricity"
unit_2013,Electro-Generator
unit_2013_descr,"Generates electricity to power nearby electro devices and turrets."
unit_2014,Spike Nest
unit_2015,Firefly Nest
unit_2016,Firefly Bug
unit_2019,Field Artillery
unit_2020,Electro-Flamer
unit_2021,Electro-Battery
unit_2022,Battlecruiser
unit_2025,Sandworm
unit_2026,Storm Shield
unit_2027,Aegis Bug
unit_2028,Storm Shield
unit_2029,Storm Shelter
unit_2030,Storm Hunters
unit_2031,Storm Shield (Incomplete)
unit_2032,Storm Hunters (Burried)
unit_2033,Storm Critters
unit_2022,Orbital Corvette
unit_2022_descr,Can be moved across the map very quickly to provide heavy fire support.
unit_2016,Pyrofly
unit_2016_descr,"The Pyrofly is a flying Arachnid that can hover and spray an area with a burning substance. Due to its thick exoskeleton, the Bug is difficult to destroy with standard rifle fire."
unit_2100,Minerals Cart
unit_2101,Volcano (Small)
unit_2102,Lava Geyser
unit_2103,Lava Geyser
unit_2104,Lava Geyser (Closed)
unit_2105,Immolator
unit_2105_descr,"The Immolator ejects an incendiary substance that burns through flesh with ease. It is known to burst into flames when mortally wounded, causing it to charge forward before exploding in a big ball of fire.
These monstrosities must be approached with excessive firepower - or preferably with armored units to absorb the fire and shockwave."
unit_2106,Mk.II Marauder
unit_2107,Volcano (Medium)
unit_2108,Volcano (Large)
unit_2109,Guard Grenadier Bug
unit_2110,Stinger Nest
unit_2111,Command Station
