// Metropolis DLC,
,
scenario_category_metropolis,Campaign: Varuna
scenario_category_metropolis_challenges,Challenges: Varuna
landscape_metropolis,Metropolis
landscape_metropolis_underground,Metropolis Underground
dlc_name_metro,Urban Onslaught
metropolis_campaign_name,Varuna
metropolis_campaign_description,"A ferocious Arachnid onslaught is sweeping through the streets of Mahanagar, one of the Federation's greatest cities."
tooltip_ability_restriction_too_high,Invalid destination: Jump is too high
button_campaigns_v2,Campaigns
campaign_screen_title_kwalasha,Kwalasha Campaign
campaign_screen_title_gehenna,Gehenna Campaign
campaign_screen_title_varuna,Varuna Campaign
popup_scenarios_moved_title,Campaign scenarios moved
popup_scenarios_moved_descr,"Campaign scenarios are no longer displayed in this screen. You can find them through the ""Campaigns"" button in the main menu."
,
dialog_open_gehenna_url_title,Raising Hell DLC
dialog_open_gehenna_url_text,Would you like to know more about the Raising Hell DLC?
dialog_open_varuna_url_title,Urban Onslaught DLC
dialog_open_varuna_url_text,Would you like to know more about the Urban Onslaught DLC?
,
population_points_type_material,Materiel
tooltip_materials,"Materiel (available / total)
When losing a unit, this resource is recovered gradually."
,
unit_3000,Police Squad
unit_3000_descr,"This unit operates a pair of detainer drones. These do not deal a lot of damage but are effective at distracting enemy attacks, thus offering indirect protection to more valuable units and assets."
unit_3000_wiki,"Note that the larger Arachnid types such as Scorpions, Plasma Grenadiers and Tankers are known to ignore the detainer drones and will focus their attacks on the police officers or other targets in their range."
unit_3251,Police Squad
unit_20210,Technicians
unit_20210_descr,This unit is not equipped with combat in mind but can construct defensive turrets and repair mechanical units.
unit_20190,Autocannon Turret
unit_20190_descr,"Effective against small amounts of light to medium armored targets. The cannons overheat quickly, making this turret ineffective against large numbers of enemies.
The autocannons can also engage air targets."
unit_20200,Mortar Turret
unit_20200_descr,"Effective against concentrated groups of lightly armored targets. Ineffective against medium to heavily armored targets.
The high projectile arc of the mortars allow firing over any obstacles but incapable of firing at targets that are too close to the turret."
unit_20230,Heavy Gun Turret
unit_20230_descr,"High velocity gun designed to take on heavily armored targets. Its slow reload makes the turret ineffective against large numbers of enemies. 
Its tall understructure allows the weapon to fire over obstacles and elevations that are one level higher than the turret."
unit_3257,Ballistic Missile Turret
unit_3257_descr,"Very long range missile launcher, effective at countering long range enemies. Its slow reload and large minimum range make it unsuited to engage large numbers of enemies.
The missiles can be fired over any obstacles or elevations but cannot engage aerial targets."
unit_3002,Detainer Drone
unit_3003,Sentinel Drone
unit_2051,Bug Tunnel (Closed)
unit_2121,Riot Shield Squad
unit_2121_descr,The Riot Shield Squad is a heavily armored police unit designed to resist enemy attacks. Their grenade launchers can whittle down even the biggest enemy units but lack the rate of fire to effectively deal with large numbers of enemies.
unit_2145,Riot Shield Squad (Braced)
unit_2123,Tear Gas
unit_3008,Peacekeeper Biped
unit_3008_descr,"The Peacekeeper command vehicle is a lightly armored support unit that can call in reinforcements, boost the damage output of friendly units and provide indirect fire support with its dual grenade launchers."
unit_3268,Peacekeeper Drone
unit_3319,Peacekeeper
unit_3256,Bomber Drone
unit_3265,Sgt. Kayla Keys
unit_3321,Sgt. Kayla Keys
unit_3322,Sgt. Kayla Keys
unit_3241,Hornet
unit_3241_descr,"In small numbers these flying Arachnids lack significant destructive firepower. They are often encountered near their nests, however, which incessantly churn out a relentless swarm of Hornets. Swift action to eliminate these nest is thus an absolute necessity."
unit_3001,Hornet Tanker
