// === Summary === (Base),
// other  - 50 entries  354 words  50 lines,
// TOTAL  - 50 entries  354 words,
,
,
,
// #### AbilityLines ####,
,
// other  - 4 entries  23 words  4 lines,
ability_gate_tall_open_title,"Open gate"
ability_gate_tall_open_descr,"Open the gate so units can pass through (including enemies)."
ability_gate_tall_close_title,"Close gate"
ability_gate_tall_close_descr,"Close the gate to prevent units from passing through."
,
,
// #### AchievementsLines ####,
,
// other  - 44 entries  305 words  44 lines,
achievement_global_finish_first_chemical_scenario_title,"We have lift off"
achievement_global_finish_first_chemical_scenario_descr,"Complete the first mission of the Ghutana Campaign."
achievement_global_finish_chemical_campaign_title,"You've been a Good Boy"
achievement_global_finish_chemical_campaign_descr,"Complete the Ghutana Campaign."
achievement_chemical_1_remote_specimen_termination_title,"Boom Bugs"
achievement_chemical_1_remote_specimen_termination_descr,"Kill 8 Bugs with a single use of the Horde Handlers' Remote Specimen Termination ability."
achievement_chemical_1_simultaneous_spitters_title,"Acid rain"
achievement_chemical_1_simultaneous_spitters_descr,"Simultaneously have 20 Spitter Bugs deployed."
achievement_chemical_2_maintain_bug_cages_title,"Cage fight"
achievement_chemical_2_maintain_bug_cages_descr,"Keep at least 10 Bug Cages deployed in the central crater during the entire soil extraction phase."
achievement_chemical_2_only_alchemist_units_title,"Single solution"
achievement_chemical_2_only_alchemist_units_descr,"Complete the mission having only deployed XM3-C Alchemist units."
achievement_chemical_3_reactor_drop_warrior_title,"Nuclear fusion"
achievement_chemical_3_reactor_drop_warrior_descr,"Use the XM3-A's Reactor Drop ability to squash a Warrior Bug."
achievement_chemical_3_maintain_bipeds_title,"Battle of the bipeds"
achievement_chemical_3_maintain_bipeds_descr,"Keep at least 6 Alchemist or Raycaster Bipeds deployed on the map for the duration of the final Bug attack wave."
achievement_chemical_4_cluster_missile_tanker_title,"Shrapnel shower"
achievement_chemical_4_cluster_missile_tanker_descr,"Kill a Tanker Bug with the Missile Silo's Cluster Missile barrage."
achievement_chemical_4_tactical_nuke_warrior_title,"Overkill"
achievement_chemical_4_tactical_nuke_warrior_descr,"Kill exactly one Warrior Bug with a single Missile Silo Tactical Nuke Missile."
achievement_chemical_5_hellraiser_geiger_kills_title,"Roasted radiation"
achievement_chemical_5_hellraiser_geiger_kills_descr,"Kill 3 Geiger Bugs using the M4A Grinder's Hellraiser ability."
achievement_chemical_5_irradiated_area_kills_title,"Functional fallout"
achievement_chemical_5_irradiated_area_kills_descr,"Kill 10 Bugs using the irradiated areas on the map."
achievement_chemical_6_drone_pod_kills_title,"Drone defense"
achievement_chemical_6_drone_pod_kills_descr,"Kill 30 enemies using the Radio Station Drone Pod ability."
achievement_chemical_6_epulse_final_wave_kills_title,"Electric Bugaloo"
achievement_chemical_6_epulse_final_wave_kills_descr,"Kill 50 Bugs in the final attack wave with E-Pulse 92 Troopers or E-Pulse Cannons."
achievement_chemical_7_mind_controlled_scorpion_kill_title,"Clash of the Kaiju"
achievement_chemical_7_mind_controlled_scorpion_kill_descr,"Kill a Scorpion with a mind-controlled Tanker Bug."
achievement_chemical_7_royal_guard_prisoner_kills_title,"Royal executioner"
